src_ip,dst_ip,src_port,dst_port,length,timestamp,time_delta,is_syn,is_ack,is_fin,is_rst,label,payload_size,ttl
192.168.56.1,192.168.56.102,80,54794,54,1775645971.8983505,19.7849055,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,57668,80,60,1775645977.2757792,25.1623344,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,222,35796,54,1775645414.40452,0.0679242,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,62818,1862,60,1775645455.175814,40.8392179,1,0,0,0,1,2,43
192.168.56.1,192.168.56.102,8080,49904,222,1775645466.7861714,52.4495755,0,1,0,0,1,156,128
192.168.56.102,192.168.56.1,49110,22,82,1775645637.567332,0.485063,0,1,0,0,2,16,64
192.168.56.102,192.168.56.1,52962,8080,66,1775645288.3291345,590.5890225,0,1,0,0,0,0,64
192.168.56.102,192.168.56.1,24801,80,60,1775645960.0019083,7.8884635,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,49944,8080,66,1775645467.0026944,52.6660984,0,1,0,0,1,0,64
192.168.56.1,192.168.56.102,22,43020,102,1775645260.1217363,562.3816243,0,1,0,0,0,36,128
192.168.56.1,192.168.56.102,294,35796,54,1775645414.368333,0.0317373,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,767,80,60,1775645968.3621151,16.2486704,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,43453,80,60,1775645961.3794267,9.265982,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,80,34494,54,1775645955.40872,3.2952751,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,22,43020,102,1775645260.282765,562.5426529,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,15134,80,60,1775645959.2349784,7.1215335,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,80,55664,54,1775645977.1295505,25.0161056,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,1434,62818,54,1775645455.177622,40.8410261,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,49222,22,66,1775645638.12797,1.0457011,0,1,0,0,2,0,64
192.168.56.102,192.168.56.1,5791,80,60,1775645963.6075432,11.4940983,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,34037,80,60,1775645955.3665247,3.2530799,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,43020,22,102,1775645256.1818163,558.4417045,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,52836,445,66,1775645466.8985207,52.5619248,0,1,0,0,1,0,64
192.168.56.1,192.168.56.102,22,49196,74,1775645637.980182,0.897913,1,1,0,0,2,0,128
192.168.56.1,192.168.56.102,8651,62818,54,1775645456.245012,41.9084161,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,43020,22,66,1775645257.3706987,559.6305868,0,1,0,0,0,0,64
192.168.56.102,192.168.56.1,35796,1,60,1775645414.3398967,0.0033007,1,0,0,0,1,2,57
192.168.56.102,192.168.56.1,49148,22,89,1775645637.6939404,0.6116713,0,1,0,0,2,23,64
192.168.56.1,192.168.56.102,27,35796,54,1775645414.425759,0.0891631,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,909,35796,54,1775645414.4604316,0.1238358,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,62818,7741,60,1775645455.1895492,40.8529532,1,0,0,0,1,2,57
192.168.56.1,192.168.56.102,22,40660,102,1775645165.0675309,467.3274189,0,1,0,0,0,36,128
192.168.56.1,192.168.56.102,22,43020,66,1775645245.1580749,547.4179629,0,1,0,0,0,0,128
192.168.56.1,192.168.56.102,22,49080,99,1775645637.5043228,0.4220537,0,1,0,0,2,33,128
192.168.56.1,192.168.56.102,22,49068,66,1775645637.2474174,0.1651484,0,1,0,0,2,0,128
192.168.56.1,192.168.56.102,22,49096,142,1775645637.6501615,0.5678925,0,1,0,0,2,76,128
192.168.56.102,192.168.56.1,49112,22,89,1775645637.6783004,0.5960314,0,1,0,0,2,23,64
192.168.56.102,192.168.56.1,43020,22,99,1775645245.1249945,547.3848825,0,1,0,0,0,33,64
192.168.56.102,192.168.56.1,43020,22,102,1775645260.1213286,562.3812167,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,49110,22,150,1775645637.6692352,0.5869662,0,1,0,0,2,84,64
192.168.56.102,192.168.56.1,55676,80,60,1775645957.21253,5.0990853,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,49080,142,1775645637.6613936,0.5791246,0,1,0,0,2,76,128
192.168.56.102,192.168.56.1,35796,296,60,1775645415.5172305,1.1806344,1,0,0,0,1,2,55
192.168.56.102,192.168.56.1,63992,80,60,1775645957.850367,5.7369222,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,49068,74,1775645637.0845888,0.0023198,1,1,0,0,2,0,128
192.168.56.1,192.168.56.102,9917,62818,54,1775645455.0916796,40.7550836,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,80,14104,54,1775645978.7612915,26.6478469,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,40428,445,74,1775645456.4134834,42.0768875,1,0,0,0,1,0,64
192.168.56.102,192.168.56.1,62818,7,60,1775645455.1457653,40.8091695,1,0,0,0,1,2,50
192.168.56.102,192.168.56.1,40660,22,74,1775645116.0353165,418.2952044,1,0,0,0,0,0,64
192.168.56.1,192.168.56.102,22,49210,110,1775645638.2369487,1.1546798,0,1,0,0,2,44,128
192.168.56.102,192.168.56.1,43020,22,66,1775645257.5122156,559.7721038,0,1,0,0,0,0,64
192.168.56.1,192.168.56.102,7402,62818,54,1775645455.0935555,40.7569595,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,62818,3283,60,1775645455.0926657,40.7560698,1,0,0,0,1,2,53
192.168.56.1,192.168.56.102,22,43020,102,1775645259.1942956,561.4541838,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,62818,783,60,1775645455.1903615,40.8537658,1,0,0,0,1,2,50
192.168.56.102,192.168.56.1,62818,1096,60,1775645456.2369454,41.9003495,1,0,0,0,1,2,51
192.168.56.1,192.168.56.102,22,40660,102,1775645165.0421531,467.3020412,0,1,0,0,0,36,128
192.168.56.1,192.168.56.102,81,62818,54,1775645455.0884306,40.7518347,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,50056,8080,66,1775645467.5019748,53.1653789,0,1,0,0,1,0,64
192.168.56.1,192.168.56.102,5950,62818,54,1775645456.2399037,41.9033076,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,62818,9944,60,1775645455.1099656,40.7733696,1,0,0,0,1,2,45
192.168.56.102,192.168.56.1,43020,22,66,1775645247.3339863,549.5938743,0,1,0,0,0,0,64
192.168.56.102,192.168.56.1,43020,22,102,1775645257.3582969,559.6181849,0,1,0,0,0,36,64
192.168.56.1,192.168.56.102,22,43020,102,1775645255.4578104,557.7176986,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,40660,22,66,1775645119.9064715,422.1663595,0,1,0,0,0,0,64
192.168.56.102,192.168.56.1,62818,2033,60,1775645456.2682853,41.9316892,1,0,0,0,1,2,43
192.168.56.1,192.168.56.102,22,49068,66,1775645637.2398965,0.1576276,0,1,0,0,2,0,128
192.168.56.102,192.168.56.1,49068,22,134,1775645637.2416587,0.1593897,0,1,0,0,2,68,64
192.168.56.102,192.168.56.1,62818,65000,60,1775645455.098271,40.7616749,1,0,0,0,1,2,56
192.168.56.1,192.168.56.102,80,26738,54,1775645965.243583,13.1301382,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,49160,22,66,1775645637.8729036,0.7906347,0,1,0,0,2,0,64
192.168.56.1,192.168.56.102,22,43020,102,1775645258.664257,560.9241451,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,62818,1300,60,1775645455.1944952,40.8578993,1,0,0,0,1,2,49
192.168.56.1,192.168.56.102,43,62818,54,1775645455.1834967,40.8469007,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,687,35796,54,1775645415.5135336,1.1769377,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,22,49210,99,1775645638.1582785,1.0760093,0,1,0,0,2,33,128
192.168.56.102,192.168.56.1,3074,80,60,1775645972.8387687,20.725324,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,455,35796,54,1775645415.5174484,1.1808526,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,49156,22,66,1775645637.8262055,0.7439366,0,1,0,0,2,0,64
192.168.56.102,192.168.56.1,62818,8651,60,1775645456.244578,41.9079819,1,0,0,0,1,2,37
192.168.56.102,192.168.56.1,6282,80,60,1775645978.2290504,26.1156056,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,34571,62820,54,1775645456.229378,41.8927822,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,80,61200,54,1775645977.5395837,25.4261389,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,49156,22,66,1775645637.8619275,0.7796587,0,1,0,0,2,0,64
192.168.56.102,192.168.56.1,43020,22,66,1775645256.7242167,558.9841048,0,1,0,0,0,0,64
192.168.56.1,192.168.56.102,22,49178,1066,1775645638.0449667,0.9626977,0,1,0,0,2,1000,128
192.168.56.102,192.168.56.1,49130,22,110,1775645637.8237565,0.7414873,0,1,0,0,2,44,64
192.168.56.102,192.168.56.1,62818,33354,60,1775645455.1464574,40.8098615,1,0,0,0,1,2,41
192.168.56.102,192.168.56.1,42509,80,60,1775645956.0634718,3.950027,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,843,35796,54,1775645414.3685763,0.0319805,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,49148,22,114,1775645637.7744496,0.6921807,0,1,0,0,2,48,64
192.168.56.1,192.168.56.102,22,55734,66,1775645456.4472916,42.1106956,0,1,0,0,1,0,128
192.168.56.1,192.168.56.102,726,35796,54,1775645414.3479064,0.0113106,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,49090,22,1042,1775645637.509081,0.4268117,0,1,0,0,2,976,64
192.168.56.1,192.168.56.102,80,50880,54,1775645956.801195,4.6877502,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,22,43020,150,1775645257.3690956,559.6289836,0,1,0,0,0,84,128
192.168.56.102,192.168.56.1,36477,80,60,1775645970.7210302,18.6075854,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,49156,99,1775645637.861268,0.7789989,0,1,0,0,2,33,128
192.168.56.102,192.168.56.1,13959,80,60,1775645978.746918,26.6334731,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,80,32921,54,1775645975.126892,23.0134473,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,34572,62818,54,1775645456.2328804,41.8962846,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,35796,385,60,1775645414.4021676,0.0655717,1,0,0,0,1,2,52
192.168.56.102,192.168.56.1,49160,22,82,1775645637.905743,0.8234738,0,1,0,0,2,16,64
192.168.56.102,192.168.56.1,46492,22,93,1775645467.347503,53.0109071,0,1,0,0,1,27,64
192.168.56.102,192.168.56.1,62818,1199,60,1775645455.1949031,40.8583072,1,0,0,0,1,2,46
192.168.56.102,192.168.56.1,49110,22,66,1775645637.5127738,0.4305048,0,1,0,0,2,0,64
192.168.56.102,192.168.56.1,62818,7001,60,1775645455.194429,40.8578331,1,0,0,0,1,2,57
192.168.56.102,192.168.56.1,15730,80,60,1775645959.2803063,7.1668616,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,14087,80,60,1775645978.7570775,26.6436326,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,8080,49886,551,1775645466.78021,52.4436141,0,1,1,0,1,485,128
192.168.56.1,192.168.56.102,3006,62818,54,1775645455.197905,40.8613091,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,35796,747,60,1775645415.5208657,1.1842697,1,0,0,0,1,2,37
192.168.56.102,192.168.56.1,49178,22,114,1775645638.046039,0.9637703,0,1,0,0,2,48,64
192.168.56.1,192.168.56.102,80,23403,54,1775645954.5050688,2.3916239,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,16522,80,60,1775645969.4604795,17.3470346,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,49096,22,66,1775645637.6905456,0.6082765,0,1,1,0,2,0,64
192.168.56.102,192.168.56.1,62818,1031,60,1775645455.1604297,40.8238339,1,0,0,0,1,2,42
192.168.56.102,192.168.56.1,49110,22,66,1775645637.690227,0.607958,0,1,1,0,2,0,64
192.168.56.102,192.168.56.1,35796,931,60,1775645414.4244137,0.0878178,1,0,0,0,1,2,40
192.168.56.1,192.168.56.102,80,49417,54,1775645967.040239,14.9267943,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,62818,1048,60,1775645455.167724,40.8311279,1,0,0,0,1,2,57
192.168.56.102,192.168.56.1,43020,22,66,1775645259.4597073,561.7195952,0,1,0,0,0,0,64
192.168.56.1,192.168.56.102,80,31567,54,1775645975.025009,22.911564,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,8080,52708,1514,1775644697.760572,0.0204601,0,1,0,0,0,1448,128
192.168.56.1,192.168.56.102,22,43020,110,1775645250.5249126,552.7848007,0,1,0,0,0,44,128
192.168.56.102,192.168.56.1,49080,22,134,1775645637.6063445,0.5240753,0,1,0,0,2,68,64
192.168.56.102,192.168.56.1,14411,80,60,1775645964.288587,12.1751423,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,49840,8080,66,1775645466.780383,52.4437873,0,1,0,0,1,0,64
192.168.56.1,192.168.56.102,22,49156,74,1775645637.8257673,0.7434983,1,1,0,0,2,0,128
192.168.56.1,192.168.56.102,8080,36408,74,1775645472.1846511,57.8480554,1,1,0,0,1,0,128
192.168.56.102,192.168.56.1,43020,22,102,1775645255.6324456,557.8923338,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,9247,80,60,1775645963.8685434,11.7550986,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,47972,80,60,1775645961.7640584,9.6506135,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,80,19992,54,1775645954.2546735,2.1412286,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,43020,22,66,1775645257.372164,559.6320521,0,1,0,0,0,0,64
192.168.56.102,192.168.56.1,65509,80,60,1775645957.9677255,5.8542809,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,35798,900,60,1775645415.4766788,1.1400829,1,0,0,0,1,2,40
192.168.56.102,192.168.56.1,33648,80,60,1775645955.333532,3.2200873,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,49080,142,1775645637.6272352,0.5449662,0,1,0,0,2,76,128
192.168.56.1,192.168.56.102,22,43020,110,1775645250.5249126,552.7848007,0,1,0,0,0,44,128
192.168.56.102,192.168.56.1,43020,22,66,1775645257.3787582,559.6386463,0,1,0,0,0,0,64
192.168.56.102,192.168.56.1,49112,22,89,1775645637.6783004,0.5960314,0,1,0,0,2,23,64
192.168.56.102,192.168.56.1,49112,22,114,1775645637.7480345,0.6657653,0,1,0,0,2,48,64
192.168.56.1,192.168.56.102,22,49210,99,1775645638.1582785,1.0760093,0,1,0,0,2,33,128
192.168.56.102,192.168.56.1,40660,22,66,1775645116.0765092,418.3363973,0,1,0,0,0,0,64
192.168.56.102,192.168.56.1,49156,22,1042,1775645637.8625476,0.7802786,0,1,0,0,2,976,64
192.168.56.1,192.168.56.102,80,57531,54,1775645957.3578138,5.244369,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,62818,7002,60,1775645455.1170487,40.7804528,1,0,0,0,1,2,57
192.168.56.1,192.168.56.102,30,62818,54,1775645455.124378,40.787782,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,32866,80,60,1775645960.638306,8.524861,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,50090,8080,286,1775645467.923097,53.5865009,0,1,0,0,1,220,64
192.168.56.1,192.168.56.102,22,49096,142,1775645637.6501615,0.5678925,0,1,0,0,2,76,128
192.168.56.1,192.168.56.102,8080,52976,1096,1775645291.207049,593.4669369,0,1,0,0,0,1030,128
192.168.56.102,192.168.56.1,49080,22,150,1775645637.6321983,0.5499295,0,1,0,0,2,84,64
192.168.56.1,192.168.56.102,44501,62818,54,1775645456.2399113,41.9033152,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,20743,80,60,1775645969.7342107,17.6207661,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,80,7438,54,1775645968.8528423,16.7393976,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,80,44387,54,1775645961.4467657,9.3333208,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,300,35796,54,1775645415.4995985,1.1630025,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,80,38723,54,1775645955.7538376,3.6403928,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,8080,52964,66,1775645290.393587,592.6534753,0,1,1,0,0,0,128
192.168.56.102,192.168.56.1,49080,22,110,1775645637.6051705,0.5229014,0,1,0,0,2,44,64
192.168.56.102,192.168.56.1,43020,22,66,1775645256.089128,558.3490162,0,1,0,0,0,0,64
192.168.56.1,192.168.56.102,22,43020,102,1775645257.450778,559.710666,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,57746,80,60,1775645977.281188,25.1677433,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,80,56342,54,1775645967.579357,15.4659121,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,29739,80,60,1775645970.3162615,18.2028169,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,50100,8080,66,1775645468.2148864,53.8782904,0,1,1,0,1,0,64
192.168.56.1,192.168.56.102,1433,62818,54,1775645455.1035004,40.7669045,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,49110,22,150,1775645637.6575656,0.5752965,0,1,0,0,2,84,64
192.168.56.1,192.168.56.102,22,43020,102,1775645258.293522,560.55341,0,1,0,0,0,36,128
192.168.56.1,192.168.56.102,80,21,54,1775645963.1534386,11.0399938,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,80,3974,54,1775645978.072679,25.9592342,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,43020,22,102,1775645257.8218257,560.0817139,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,62818,6123,60,1775645455.087974,40.7513782,1,0,0,0,1,2,52
192.168.56.1,192.168.56.102,80,20281,54,1775645964.7299757,12.6165309,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,259,35798,54,1775645415.5845168,1.2479209,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,22,43020,102,1775645256.7237046,558.9835927,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,49178,22,66,1775645637.964157,0.8818883,0,1,0,0,2,0,64
192.168.56.1,192.168.56.102,22,49184,66,1775645638.1001065,1.0178373,0,1,0,0,2,0,128
192.168.56.1,192.168.56.102,22,43020,102,1775645257.178552,559.4384402,0,1,0,0,0,36,128
192.168.56.1,192.168.56.102,10215,62818,54,1775645455.1482136,40.8116177,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,52964,8080,66,1775645290.3945897,592.6544776,0,1,0,0,0,0,64
192.168.56.102,192.168.56.1,49840,8080,66,1775645466.833837,52.4972411,0,1,0,0,1,0,64
192.168.56.102,192.168.56.1,54919,80,60,1775645967.4607644,15.3473197,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,40660,22,114,1775645116.1214464,418.3813346,0,1,0,0,0,48,64
192.168.56.1,192.168.56.102,80,57748,54,1775645972.1008072,19.9873624,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,61800,80,60,1775645972.351572,20.2381273,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,41774,80,60,1775645955.990827,3.8773825,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,43020,102,1775645256.638033,558.897921,0,1,0,0,0,36,128
192.168.56.1,192.168.56.102,10566,62818,54,1775645455.1843123,40.8477166,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,63795,80,60,1775645957.8371897,5.7237447,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,49210,614,1775645638.1925452,1.1102762,0,1,0,0,2,548,128
192.168.56.102,192.168.56.1,49080,22,150,1775645637.6321983,0.5499295,0,1,0,0,2,84,64
192.168.56.1,192.168.56.102,22,49148,66,1775645637.8202288,0.7379599,0,1,0,0,2,0,128
192.168.56.102,192.168.56.1,43020,22,66,1775645257.3712366,559.6311247,0,1,0,0,0,0,64
192.168.56.102,192.168.56.1,62818,256,60,1775645455.0811353,40.7445393,1,0,0,0,1,2,37
192.168.56.102,192.168.56.1,50080,8080,66,1775645467.8697543,53.5331586,0,1,1,0,1,0,64
192.168.56.1,192.168.56.102,80,51342,54,1775645967.1903677,15.0769228,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,40660,22,214,1775645144.9615147,447.2214029,0,1,0,0,0,148,64
192.168.56.1,192.168.56.102,22,40660,102,1775645165.2905624,467.5504506,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,52152,445,74,1775645471.8234975,57.4869018,1,0,0,0,1,0,64
192.168.56.1,192.168.56.102,22,49148,54,1775645637.8310814,0.7488124,0,1,0,1,2,0,128
192.168.56.1,192.168.56.102,80,62298,54,1775645968.0380547,15.92461,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,52708,8080,74,1775644697.740112,0.0,1,0,0,0,0,0,64
192.168.56.102,192.168.56.1,47564,80,60,1775645966.8958995,14.7824549,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,43020,22,102,1775645255.9453743,558.2052623,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,4772,80,60,1775645953.130949,1.0175042,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,19,35796,54,1775645414.3873963,0.0508006,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,62818,2001,60,1775645455.1949704,40.8583745,1,0,0,0,1,2,55
192.168.56.1,192.168.56.102,22,49068,54,1775645637.250428,0.168159,0,1,0,1,2,0,128
192.168.56.1,192.168.56.102,22,49156,110,1775645637.9379613,0.8556924,0,1,0,0,2,44,128
192.168.56.1,192.168.56.102,22,49068,66,1775645637.2474174,0.1651484,0,1,0,0,2,0,128
192.168.56.102,192.168.56.1,21023,80,60,1775645969.7505083,17.6370634,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,49080,99,1775645637.5043228,0.4220537,0,1,0,0,2,33,128
192.168.56.1,192.168.56.102,22,43020,102,1775645260.1996572,562.4595453,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,43020,22,66,1775645260.2833471,562.5432354,0,1,0,0,0,0,64
192.168.56.102,192.168.56.1,49130,22,134,1775645637.825981,0.7437118,0,1,0,0,2,68,64
192.168.56.1,192.168.56.102,22,49222,99,1775645638.1589608,1.0766917,0,1,0,0,2,33,128
192.168.56.1,192.168.56.102,22,49096,1066,1775645637.561555,0.4792857,0,1,0,0,2,1000,128
192.168.56.1,192.168.56.102,22,43020,94,1775645250.4872615,552.7471498,0,1,0,0,0,28,128
192.168.56.1,192.168.56.102,1047,62818,54,1775645455.1955247,40.858929,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,22,40660,102,1775645165.156071,467.4159591,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,62818,44176,60,1775645455.0952823,40.7586863,1,0,0,0,1,2,53
192.168.56.102,192.168.56.1,35796,928,60,1775645414.4680505,0.1314546,1,0,0,0,1,2,48
192.168.56.102,192.168.56.1,43020,22,102,1775645258.5457003,560.8055884,0,1,0,0,0,36,64
192.168.56.1,192.168.56.102,22,49090,142,1775645637.6209464,0.5386775,0,1,0,0,2,76,128
192.168.56.1,192.168.56.102,22,40660,206,1775645165.3640788,467.6239668,0,1,0,0,0,140,128
192.168.56.102,192.168.56.1,49090,22,82,1775645637.5725596,0.4902905,0,1,0,0,2,16,64
192.168.56.102,192.168.56.1,51658,80,60,1775645956.8708801,4.7574354,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,43020,22,66,1775645257.3663547,559.6262427,0,1,0,0,0,0,64
192.168.56.1,192.168.56.102,22,49210,74,1775645638.125318,1.043049,1,1,0,0,2,0,128
192.168.56.1,192.168.56.102,197,35798,54,1775645415.4806108,1.1440148,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,80,12325,54,1775645964.123054,12.0096091,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,22,49096,1066,1775645637.561555,0.4792857,0,1,0,0,2,1000,128
192.168.56.1,192.168.56.102,22,43020,102,1775645255.885616,558.1455042,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,49068,22,66,1775645637.247113,0.164844,0,1,1,0,2,0,64
192.168.56.1,192.168.56.102,22,49210,54,1775645638.243281,1.161012,0,1,0,1,2,0,128
192.168.56.102,192.168.56.1,49110,22,150,1775645637.643096,0.5608269,0,1,0,0,2,84,64
192.168.56.102,192.168.56.1,43020,22,66,1775645259.4597073,561.7195952,0,1,0,0,0,0,64
192.168.56.102,192.168.56.1,43020,22,102,1775645255.490791,557.7506792,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,62818,9485,60,1775645456.228955,41.8923591,1,0,0,0,1,2,46
192.168.56.102,192.168.56.1,31468,80,60,1775645975.0184107,22.904966,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,62818,2038,60,1775645455.1813903,40.8447943,1,0,0,0,1,2,57
192.168.56.102,192.168.56.1,8576,80,60,1775645968.922982,16.8095373,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,55055,62818,54,1775645455.1625602,40.8259643,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,22,49096,142,1775645637.6272829,0.5450139,0,1,0,0,2,76,128
192.168.56.102,192.168.56.1,49210,22,74,1775645638.1251583,1.0428895,1,0,0,0,2,0,64
192.168.56.1,192.168.56.102,22,49110,142,1775645637.6893268,0.6070579,0,1,0,0,2,76,128
192.168.56.1,192.168.56.102,80,44096,54,1775645956.1881561,4.0747114,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,22,49068,66,1775645637.2474174,0.1651484,0,1,0,0,2,0,128
192.168.56.1,192.168.56.102,80,20899,54,1775645974.2384036,22.1249587,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,40660,22,102,1775645164.8292267,467.0891149,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,35796,25,60,1775645414.3369763,0.0003803,1,0,0,0,1,2,53
192.168.56.1,192.168.56.102,22,40660,102,1775645164.9366093,467.1964974,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,49184,22,89,1775645637.9661584,0.8838894,0,1,0,0,2,23,64
192.168.56.1,192.168.56.102,80,35306,54,1775645975.334766,23.2213211,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,22,49172,66,1775645638.094875,1.0126063,0,1,0,0,2,0,128
192.168.56.102,192.168.56.1,35796,268,60,1775645414.3575392,0.0209433,1,0,0,0,1,2,42
192.168.56.1,192.168.56.102,962,35796,54,1775645414.4604187,0.1238228,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,22,43020,102,1775645256.1366596,558.3965477,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,27461,80,60,1775645960.1946392,8.0811943,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,80,39661,54,1775645975.7577379,23.644293,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,49080,22,89,1775645637.4676924,0.3854234,0,1,0,0,2,23,64
192.168.56.102,192.168.56.1,7875,80,60,1775645973.257315,21.1438702,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,26229,80,60,1775645974.6249058,22.511461,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,62818,51103,60,1775645456.2540874,41.9174915,1,0,0,0,1,2,53
